AURKA	CEP152	CEP63	CCNA2	CCND1	CDK1	CCNE2	E2F1	E2F2	LMO4	MDM2	MYCN	NEK2	NDRG1	PIN1	PLK1	PLK4	SASS6	STIL	TUBG1	CA20	CA20_group_all_samples	Sample_type
MB.0039	-0.944893245908242	-0.220207045286702	0.595218038088113	-0.575304496574715	0.791161512722949	1.52323226475535	0.700900268022923	0.332563510409465	-0.237199693077175	1.83302958306328	-0.08433503475705	-0.169448667033812	0.350250543527992	-1.28149235255378	0.329717567271299	-0.22078529047687	-0.0110989608802248	0.20204117321573	0.0974214294952995	-1.42395002078396	1.58682108323986	Higher	Tumour
MB.0045	0.300325457432917	0.0253215388452883	0.0353626856239977	0.407034450104235	-1.24310630446585	0.158301582812545	-0.0795200151337818	-0.0895754437814054	-0.0810780108645845	0.39042490372438	0.0649095462650662	-0.00754069995185702	-0.282365931705037	-0.38947190224868	-0.27567266322759	-0.0115068343107598	0.0528782932821255	-0.17073449684364	-0.107728101522761	-0.338553985927538	-1.64229593189293	Lower	Tumour
MB.0046	0.213203576304194	-0.0363397147907119	-0.0987106328121596	0.623581926701945	0.10043822997385	0.824947949787395	0.460130449797628	-0.00958376112807535	0.563625596684935	-0.054047904419896	0.08522646953781	0.0806015618254428	0.293533616488772	-0.71963921366339	0.0231887670577002	0.26800756306408	0.525879878001995	-0.0386380449249399	0.733424068644549	0.504468847116749	4.34329922924787	Higher	Tumour
MB.0048	-0.156768709005203	-0.0381744965428821	0.285798731705665	0.0979323967243353	-1.50576519548305	1.41189159308134	0.737543207066023	0.165274483230375	-1.04239492147707	1.27086795647527	0.0381277113519296	0.656604425015512	0.549113126590422	-1.5195125390417	-0.977779328771021	-0.5327969123056	0.0184613177917452	0.423813764041685	0.15604053660023	-1.38939612268682	-1.35111897563882	Lower	Tumour
MB.0050	-0.787459002060253	-0.321087920440467	0.0382517810659051	-0.512678509622565	-0.140738702163551	-0.71085441015122	-0.345661297800232	-0.036099987711725	-1.07794439551007	0.220482474636645	-0.0426614405416803	-0.235549291820718	-0.562207891207097	0.1529139409891	-0.1714959332605	-0.4997750404421	-0.551100388050265	-0.0847822234909303	-0.95187295005343	-0.115599252841788	-6.73592044047695	Lower	Tumour
MB.0053	1.85282071628704	0.113840808664358	0.661117730566925	0.684452585048795	-0.159755527926151	2.65942421947477	0.391099269179684	0.360676641498455	-0.784001513140375	-0.737232439816101	0.0947974939098728	-0.185673593487598	1.24947218917493	-1.32191198106591	-0.184703245893301	-0.20471354416114	0.343370089512566	0.516615898199855	0.409091575688479	-0.762758540449918	4.99602883126523	Higher	Tumour
MB.0054	0.648957259686103	-0.00373679892952161	0.47027354419628	0.783427540275746	-1.12158479887295	2.01960765981027	0.816929421882568	0.0315991480901747	-0.868855654424834	0.280333164922165	-0.15606336790708	-0.110618030613728	1.09288890211383	-0.795359043757981	-0.44277598853523	0.19558062236281	0.557586131613475	0.472764845496515	1.14585208466604	-0.706359443488817	4.31044719858583	Higher	Tumour
MB.0056	0.939486209207223	-0.145794401782481	0.40760896995729	1.00276040776976	-0.902466880638951	2.8027280354024	1.20420923971179	0.240077041126165	-0.852137316570184	0.211778634655705	-0.0637356949425341	-0.071623677283263	0.959684643703103	-1.01284510732701	0.0761796871550988	0.13938818802325	0.764225026002266	0.854956968036185	0.0642126664720193	-0.464098277285695	6.15459436139213	Higher	Tumour
MB.0059	-0.140619762068547	-0.0540704895518811	-0.0578180957351071	0.133312369203505	-0.73085692639105	0.161988602290025	0.347497488511583	-0.198900260774925	-0.464753869725095	-0.270217591800209	0.0453167930662328	-0.0907903312507479	0.119101395528142	-1.05711690535077	-0.367990155917081	0.0296388657671702	0.476632297768395	-0.136050164089995	-0.15094425481959	0.417882275558473	-1.98875871978147	Lower	Tumour
MB.0060	1.44270156381162	0.790091295605338	0.00688955197680219	0.894940629641475	-1.84587875674765	1.3387182588102	0.463414333493843	0.285728048208855	1.87016902786999	0.502158028886935	0.0841697270551558	0.750321008187142	0.997814443702902	0.77896579207081	0.486577987083999	0.5953944112851	0.646128449430165	0.24285707898813	1.02010083426858	1.14567779351243	12.4969395071418	Higher	Tumour
MB.0062	1.09423146909213	0.211670397355533	0.551876819824147	1.96274245525709	-2.28979673309954	2.07330288984914	0.919152286043603	0.337543960054325	0.0244840020670756	1.47340628328298	-0.049005244338554	0.793043049022462	2.30299010839309	0.42284058049847	-0.157990175344001	0.27153572265957	1.21507165473564	0.347666524825359	1.88405068010169	-0.680700406687028	12.7081163235932	Higher	Tumour
MB.0064	0.119048272723658	-0.181367033711057	0.528092907383811	0.260687544493945	-1.34642118622325	1.26544964625056	0.291940596287268	0.193558542287915	-0.353590683187885	-0.269260110301829	-0.0773537300151101	-0.200967774415758	1.49553012535806	-0.99938435410532	-0.21275501364188	-0.40533072434038	0.0922668185554354	0.312333065573905	0.63866180180713	-0.81541498820512	0.335723722574102	Lower	Tumour
MB.0066	1.06360915102378	0.140927390050273	0.0420127069539475	0.110035509371976	0.331393545190549	0.00935109423348024	-0.109844639885242	-0.0100086347677451	0.0479632141293855	-1.03192712015996	0.0251363276583696	-0.0544894386908128	0.418167747365462	-0.47209581095974	0.1665680742303	-0.1419116595051	1.58355724960381	0.0818971602037744	1.28103851588741	0.49541876550771	3.97679914744162	Higher	Tumour
MB.0068	-0.0959101528963675	-0.228204271237737	0.35615426277275	0.170274358416425	-0.35195428701585	0.747080139241115	0.059931578517368	0.196784501680655	-0.924142884890345	0.683689523458149	-0.106330773841507	0.261990219209252	0.866054924334327	-1.13861519667794	-0.40996150648361	-0.203075153992541	-0.142598960314264	0.230202118736195	0.18304931214061	-0.995511530769512	-0.841093779612826	Lower	Tumour
MB.0071	0.403538646048403	-0.00638470790931667	0.38091970932686	0.584951015944945	-1.17223315049585	2.03506724350955	0.816147881655713	0.141928109893475	-0.742567514748675	1.37499575802457	0.0177734588134468	0.227553580037346	2.10835086081061	-1.70830886720732	-0.622932269547041	0.0323327455581799	0.326345024260766	0.33465802003252	0.562005982424099	-0.774980103797245	4.31916142263504	Higher	Tumour
MB.0079	0.537221591684043	0.281901482699093	0.409916093525168	1.0773429800794	-1.93552773311821	2.11819663807478	1.20276558704362	0.371722085765765	0.0704202894784851	-0.392735718062255	0.143676267360069	-0.0296855320008582	1.11583681526216	0.93315679270369	-0.767666377345311	-0.189227793396761	0.304465655064716	0.271543231950781	0.894545453289169	-0.4458726327783	5.97199517727925	Higher	Tumour
MB.0081	-0.439496800054767	0.135348924199723	0.577646010059103	0.184657736118106	-1.44028302372695	1.44544717981886	0.355038550720943	0.142623098091335	-0.477496655815295	1.15397128069895	-0.123366228400443	0.0039292721604971	0.939057813948907	-0.98124139796905	-0.816390820502271	-0.11403113526104	0.463362752543295	0.43929512710167	0.09368850078266	-1.16403563497685	0.377724549537375	Lower	Tumour
MB.0083	0.420692034726008	-0.109031992712532	0.403157824879445	0.120658857285915	0.349347854821149	1.77588562208665	0.662288303150548	0.650533621305105	-0.681567901833005	-0.557710623373065	-0.02613294303187	-0.0697664585948523	1.4656199120816	-1.63884246460734	-0.82340661048751	-0.12497968923243	0.865443905605636	0.29826357676561	0.223036140593109	-0.680859064990548	2.52262990443762	Higher	Tumour
MB.0093	-0.126962065237961	-0.114685345951587	0.16481746389445	0.250085306158015	-1.61354455736145	1.02775497536821	0.446806774491343	0.475130695753325	-0.623282649168934	-0.0807627830698188	0.00425651932139282	0.0673223832719376	0.705188776025357	-1.32442077126444	-0.512634272466642	-0.19844254314767	0.0574166902734952	0.267112277074565	0.173436320385989	-0.96444537240957	-1.91985217805999	Lower	Tumour
MB.0095	0.00125482038095814	-0.112818735068887	0.122023803994592	-0.122908310105225	-0.206827591130351	0.35071990976197	0.174917154558424	-0.0560419994070154	0.839297343567986	-2.12832554429501	0.2195982501792	-0.205541250246838	0.600477186832578	-0.954074282211731	0.3829668600214	-0.19439414921259	0.307711422420275	-0.00782579556716545	0.0832769733170995	0.450178337114417	-0.456335595095911	Lower	Tumour
MB.0097	-0.123536306580068	0.0596648592665936	0.112132703648418	-0.684695606223944	0.388981520040049	-0.368831333471945	-0.402283037614617	-0.168690409886795	-0.819230844965214	-1.51215330016747	0.226112139939846	-0.0821221088320474	0.0360432914985367	-0.33429815696767	0.366668987305699	-0.209020282313991	-0.443820536881555	-0.159655025469536	-0.27471172570274	0.0191739728379501	-4.3742712005405	Lower	Tumour
MB.0099	-0.185296950050063	-0.147992478249396	0.494776770210005	0.242726688621305	-0.612237912240451	1.96326130716372	0.618760715524818	0.325599745810085	-0.831084723053254	0.40135432307007	0.00662845118010313	0.0275464170395168	1.11895539128103	-0.91495686863157	-0.40217774816943	-0.32963104718251	0.695579902241375	0.400218458610335	0.57380084215148	-1.3373710317296	2.10846025359757	Higher	Tumour
MB.0100	1.33444064406775	0.161497304704843	0.19450781927871	1.57005476658854	-2.30847000960499	0.52473676125009	0.976396468956358	-0.316470162877935	0.769069946503396	1.99826025377467	-0.0636110823764566	0.247180208819808	0.573958102930938	0.83183815303696	-0.263357500191251	0.43243193773805	1.50761819852278	-0.0126406338649057	1.62288614605557	0.261376757408005	10.0417040807209	Higher	Tumour
MB.0101	-0.471407254383442	-0.274710567392821	-0.0871261755607451	-0.053236360230235	-0.00872216226095013	0.0271943963369399	-0.385658001753512	-0.118783368892185	-0.331881157464885	-0.584075709099974	-0.0300294476514171	-0.124785531181107	-0.238256979414812	-0.74094236437212	0.2676353160461	0.11970894783364	-0.460180787627435	0.0774719428840198	-0.19771292143181	-0.444105812026075	-4.05960399764283	Lower	Tumour
MB.0102	0.0904375190909885	0.119277594738188	-0.0867355011420772	0.0603598929269156	-0.792798093605551	0.615868076871875	0.205827515345128	0.0114865697776851	0.498209246175476	0.794425189636581	-0.0185283558046372	-0.0397356181654374	0.292338190932452	-0.8188274326371	0.0863660639939994	0.0108923358740194	0.619458647721886	-0.0248817532208703	0.46830536047516	-0.486766956491897	1.60497849249278	Higher	Tumour
MB.0106	-1.2702372364185	-0.0381195827386023	-0.039853547902152	-1.15853247705535	-0.0656785468188499	-0.675715127120035	-0.300031941797092	-0.148985887188355	-1.51089875228524	0.630837569084825	-0.0998130783431801	0.0889909968565821	0.147550210619433	-0.0165214924598107	0.4422910588682	-0.357845842748771	0.193611877259555	-0.10911383799521	-0.51182915495023	-0.228478727635865	-5.02837352076865	Lower	Tumour
MB.0107	1.91447220442518	0.031346880787078	0.394998730117505	1.10821684048622	-0.22479884502075	2.93329384337557	0.813598236370698	0.384561194035445	0.779164929564605	-0.719489902932414	-0.0698961345917573	1.27813508227091	1.4768086334782	0.8296612286625	-0.152267427797801	0.18936392734601	0.623672637704246	0.188887189925565	1.40865774946095	0.142895415400795	13.3312824130688	Higher	Tumour
MB.0108	1.13798348149455	-0.0624835825889622	0.302695654716633	0.925300317282405	-1.80590417246835	1.97685944495827	0.735395552327732	0.286251192275345	0.140001912504025	-0.0918951097420653	0.0800098397570626	0.161394088893028	1.0474294120337	-1.07080885730508	-0.3032638873213	-0.16343999942083	0.262299117745545	0.389320982785489	0.49380389587528	-1.21809123028932	3.22285805351316	Higher	Tumour
MB.0109	1.51452787342025	0.535119843255858	-0.0638028222847877	1.63256051924846	-1.10653619025165	1.54044818439766	0.491072191445473	-0.0650410941435347	0.761038113822925	0.789391651434631	0.124944287577787	0.375630032581912	0.835284435347202	2.67921021839157	0.163388448888599	0.7902330631028	0.948365976266805	0.54873667882672	0.78717368889817	0.554232419661252	13.8359775198881	Higher	Tumour
MB.0110	-1.21373083658545	0.010786603967448	0.0151323149142302	-0.805446439580464	-0.84892741179485	-0.755006540435184	-0.372107322608757	0.280542946846285	-1.4727049851947	0.8062460275296	-0.16955417609699	-0.072703707330632	-0.706036855475222	0.324756051767199	-0.0188333855648999	-0.17441078072792	-0.893876753853695	0.0110409174709103	-0.794439441833021	-0.89416253313262	-7.74343630771874	Lower	Tumour
MB.0111	-0.985121312369786	-0.245743936244612	0.132845489663235	-0.752358780170295	-0.495737671898951	-0.525764783243475	-0.535677323199247	-0.059413629072945	-1.10353423505225	-0.268645336006454	-0.0719532886432006	-0.147084546072673	-0.414793955120773	-0.718609935388191	-0.0230357540325006	-0.27281495149316	-0.520774766480285	-0.0339589166702599	-0.830587236283651	-0.408483698059158	-8.28124856583863	Lower	Tumour
MB.0112	-0.234114366048116	-0.263350368150407	-0.00858937396205217	-0.469723572615475	-1.61562611251545	-0.10667501776369	0.0237130952450073	0.00364162462527506	-0.777160121962945	-0.748738643269245	-0.1038486480433	1.69943103157777	-0.128091144899242	-0.40926425721009	-0.24488048276768	-0.0280610905456404	-0.739007591888504	-0.10597835962801	-0.342310523364761	-0.888705886759353	-5.48733980994591	Lower	Tumour
MB.0113	0.150593590786073	0.0414846796122177	-0.0315129489972401	0.597139268429426	0.762715637704749	0.539888363265035	0.137217718924303	-0.130632066765755	-0.520614898789394	1.86709656354413	0.0595778464343359	2.31309080643502	0.440715654595957	-0.95880494328292	0.122720524199799	0.21058373092497	0.404469200107285	0.0585139071763647	0.49548616346237	-0.2900802545432	6.26964854322352	Higher	Tumour
MB.0114	-0.309074706263937	0.0143295672880726	-0.108886344195462	-0.0775446665917245	0.58360035849365	0.0610740179015252	-0.168644646737587	0.0562505005644853	-0.0249703804357848	-0.419894553956471	-0.0179444615933209	-0.0721760816160577	0.432213253048337	-1.6641200052744	-0.169486381408701	-0.0231839329292702	0.0891421924642559	0.106545507598329	-0.0360655404160601	0.0954273584692302	-1.65340894559089	Lower	Tumour
MB.0115	1.40212519141039	0.203910484797824	-0.144800685930318	1.57115320434663	-1.41540023664885	0.767847725966695	0.155943535715467	-0.0225131380648449	0.450462119962886	2.45735428940167	-0.0652719694015937	-0.0739766687402827	0.594958089480907	2.04694708775637	-0.106828767020801	0.73011830731806	0.911997288375765	0.296487419489705	1.21636050826184	-0.0323340151931273	10.9445397712844	Higher	Tumour
MB.0116	0.121365880600763	-0.141507505893326	0.133051578194675	0.173085326069265	0.538365360054149	0.42337365733068	0.140449230327103	-0.0350192415665651	-0.133664433112704	0.524650405580704	-0.0294548546152731	0.119187374793213	0.258890327697568	-0.407371554659081	-0.118693347078501	-0.12380812283027	0.719073798920085	-0.0162115524852	-0.11700234961106	-0.210677916925768	1.81808206079046	Higher	Tumour
MB.0117	-0.0333012291873125	-0.0968651443014119	-0.0607851641706194	-0.328615858981935	0.52352931518935	-0.349595961727045	-0.0134795466007223	-0.137076021354685	-0.0714825837513446	0.395221164621535	0.080853930587713	-0.264918172756353	-0.306308386159633	-0.24707772851565	0.0994570318546995	0.317496692012289	-0.180783916062074	-0.0427872502544497	-0.0646529909137508	-0.63608137189377	-1.41725319236517	Lower	Tumour
MB.0119	-0.245365189596782	-0.207401109447597	-0.039513975513267	0.0731468252065248	0.70863239300115	0.340340806939031	0.0711952150963775	-0.198031069115045	0.103645957755186	-0.16692143881267	0.097650372621886	-0.256640537408352	-0.232594582045287	-0.6548260263334	0.0438628739627998	0.0212047364328196	-0.00470961158801408	-0.0747872999541697	-0.25800676312811	0.71886167713015	-0.160256744796771	Lower	Tumour
MB.0120	0.159623412864303	-0.0490695872117612	0.1048029897248	0.0634298955474648	-1.50874452188805	0.607014038525995	0.331388236855252	-0.396872303489895	0.787605257798526	0.71715940251987	-0.0127836443962437	-0.133808019696593	0.324051698538588	0.0880533107315991	0.152833500327599	0.14427677124279	0.0539759598934451	0.0455317948042051	-0.287005842676191	-0.33377502651013	0.857687323505573	Lower	Tumour
MB.0121	-0.385378258681257	-0.111598073737332	0.113189392695965	-0.329163604815355	0.0785126209461495	0.123525789250425	0.108766562403763	0.198158752207775	-0.577826858334925	0.240248967068601	0.0355809410523227	-0.178074918965907	0.0126548439971623	-0.136543185320761	-0.00583508302770142	-0.0560447340272905	-0.307405260377625	0.0923156033757246	-0.826724794834941	0.0123303593215525	-1.89931093980365	Lower	Tumour
MB.0122	-1.0397966473173	-0.100490448183082	0.0524114322325477	-1.09865731400533	-0.263963568206451	-0.552244023117749	-0.153411560075211	0.0328388535389852	-1.44256827028458	0.258767230029679	0.112329402518293	0.399421674210322	-0.689688736759672	-1.14212999510972	0.253760761412799	-0.350300618818991	-0.546336338672164	-0.103651171440525	-0.84088959467464	0.0969225837987002	-7.11767634892409	Lower	Tumour
MB.0123	0.955765713116302	0.0906848766627384	0.0797574616043999	1.48594641289823	0.92234825381925	1.63669637807813	1.00221790582936	-0.0620124907587147	0.835082118645825	1.10960828384408	0.110462759841493	0.337491537784452	0.778654839651242	-0.80603823759074	0.3775207902414	0.51314664797018	1.50998166939619	0.184405816872554	0.76715108952296	-0.438473226090095	11.3903986013392	Higher	Tumour
MB.0124	0.153454608548483	-0.155710674815706	-0.0470064195468822	-0.379210932320935	2.29875234904325	-0.0139640306244848	-0.136118738570822	-0.0204872530116651	-0.323702497971935	-0.044835717972834	-0.0370464730342972	-0.129078841353653	0.365186605463977	0.19682006306842	0.1947074566874	0.000731495984449992	0.00868526586442542	0.01806180486098	-0.46484349703187	0.0850738136016123	1.56946838686791	Higher	Tumour
MB.0125	-1.14802783846298	-0.347265258812622	0.116353755301295	-0.776181280729655	0.73653078173785	-0.32814943025121	-0.152403704838927	-0.281270505593005	-0.754435716243474	-2.17857187614528	0.136538095203946	-0.150543835532683	-0.142851621709168	0.50217795185943	0.066738784800199	-0.1598271613098	-0.829126551831214	0.141605855658544	-0.39198638163249	0.368543346220974	-5.57215259231027	Lower	Tumour
MB.0126	-0.449303808669852	-0.0445150202446216	-0.0778426179585052	-0.388015235692195	0.252879397750149	-0.0174667399471353	-0.166326448812322	0.152016561464245	-0.790983790315734	-1.10729883848571	0.0392042325720032	0.178662002935138	-0.156447197762283	-0.43548743267127	0.4624531620345	-0.2245267423363	-0.589214051841765	-0.112436985607315	-0.63255575011063	0.12496734678044	-3.98223795691917	Lower	Tumour
MB.0127	-0.194416143587177	0.0670004127570234	0.109881486757248	-0.0596034633352049	0.24220147138125	-0.0988644827623952	0.373102341584042	0.014836906731575	-1.08942448128666	0.03301364722644	-0.128786638537194	0.0258489486007729	-0.131980558703123	-0.16874728683076	-0.528674922104921	-0.43084936948705	-0.376116649388354	-0.0773094617042895	-0.27103973802211	0.142836120745462	-2.54709185996543	Lower	Tumour
MB.0128	-0.884828820223056	-0.166425415560557	-0.0363281249750074	-0.705226512578065	0.22416513226255	-0.60996249344234	-0.291216487088477	0.0786400427067546	-0.577934735531215	0.271081047929471	-0.00946746225850337	-0.118283817217172	-0.699434495260317	-0.02784042393154	-0.27223591311971	-0.311668340851941	-0.589279701717914	-0.173410421254309	-0.48117606898605	-0.355104538125813	-5.73593754922321	Lower	Tumour
MB.0129	-0.306935426789178	0.0609790729603779	0.0291263580697132	0.501182172438905	-0.11853457079485	0.125658265781195	-0.118842605857472	0.0285273927362946	0.215133762326325	0.69750897799039	0.148871891283516	0.140436294395562	0.277279067744638	0.917613024620149	-0.00783724933920027	-0.203075153992541	-0.125376540972755	0.130803974107899	0.34938715966213	-0.248905552524345	2.49300031384676	Higher	Tumour
MB.0130	-0.737162052416337	-0.0755147298606573	0.139169868940308	-0.567175210600484	-0.0741662248486499	-0.548326314189595	-0.220052779039458	-0.064553305159345	-0.771428337720624	0.81904870825228	-0.00670303311050713	0.148911132631897	-0.495747457365263	0.32722912107211	-0.371555237512721	-0.50690395192195	-0.499278462907735	-0.0572118625956355	-0.721191975259781	-0.227157743451988	-4.50976984706414	Lower	Tumour
MB.0131	-0.455940779175247	-0.163649945694597	0.0533941736552555	0.0333683786731154	0.50244271830725	-0.319629797590035	-0.0568087758561777	0.152864501492645	-0.262363464204975	-1.15390547794999	-0.00561656777340414	-0.254359686329678	-0.492496311380737	0.537778593871829	0.2469244014657	-0.26774282919919	-0.156682789501625	-0.211435033767005	-0.61472258591096	0.0898145979848977	-2.79876667888293	Lower	Tumour
MB.0133	-1.03775211222219	-0.250210711451691	-0.0404969871247927	-0.767542635565155	-0.226916120214151	-0.998140235707405	-0.191168558815392	-0.233072272006795	-1.25616817298655	-0.363960310044696	0.0318055422929495	0.382097159589863	-0.854959779145948	-0.94962131743468	-0.461482995375311	-0.41047418697274	-0.581085853961874	0.0244391260384402	-1.10386085584492	-0.0514059153900002	-9.33997719234305	Lower	Tumour
MB.0134	-0.0492238609252524	-0.0469613634754271	0.0489044905046478	-0.344894079474105	0.73653078173785	0.227657257128325	-0.438572992514143	-0.0652866725952954	-0.581302098368635	-1.15180033066316	0.0613429220313	-0.296370928465882	0.259118665496432	-1.11046506660215	0.596745427651999	-0.0416688953829105	-0.341807878449394	-0.15199936480923	-0.373458452554161	0.548922979552078	-2.51458946017711	Lower	Tumour
MB.0135	0.191041201125893	0.0692509006249384	0.156760865218885	0.833704364876525	1.94836331484775	0.514585501635265	0.728807496915593	0.0378296512430651	-0.112630396558495	-0.979410865129161	0.218373382512643	-0.231419408881153	0.250935015516948	-0.89340596124325	-0.0238574767828013	0.15606495648756	0.578138573135716	-0.100387045818684	0.480071272501999	0.536152567437123	4.35896790966636	Higher	Tumour
MB.0136	-0.506025567232737	-0.0839977348245071	-0.0449494209548673	-0.049132146893875	-0.265176681882151	-0.186544171746225	0.125533663025058	-0.234904552607635	-0.178264865694994	-0.33012857768755	0.0378756977269061	-0.227440528246207	0.101789868729407	-0.63028839634676	0.241241354174699	-0.206513603670071	-0.215772272792864	0.11140798295737	-0.25423877921267	0.0347917560772117	-2.76073697710246	Lower	Tumour
MB.0138	-0.257065205551607	0.00654703207419338	0.0165466646126147	-0.309910603452815	0.37731410039585	-0.341867244625445	-0.363975916485296	0.0363399896258247	-0.566181889980625	0.25705852380935	0.0846702489328095	0.467390453464807	-0.361994591197277	-0.29912017415703	0.174234125044899	-0.31508297953515	-0.346489004103255	-0.10254911224801	-0.271157951536501	0.0844046664980498	-2.03088886841461	Lower	Tumour
MB.0139	-1.25344839306869	-0.110141483929716	0.0769917586647297	-0.930630221417255	-0.360900967310551	-0.846845505594435	-0.568433680706502	-0.167506425755165	-1.39071249862042	-0.000960712006673248	0.151097891369453	0.109516093065837	-1.02208182350691	-0.174558116656611	-0.465549736571701	-0.55981875675728	-0.663790459051654	-0.12465780206914	-0.995415887952251	-0.329128260846042	-9.62697498872098	Lower	Tumour
